alkene,ligand,substrate,ee
O=C(C1=CC=C(F)C=C1)/C=C/C2=CC=CC=C2,CC(C1=[N+]2[C@@H](C3=CC=CC=C3)CO1)(C)C4=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@@H](C5=CC=CC=C5)CO4,O=S(/N=I/C1=CC=CC=C1)(C2=CC=C(C)C=C2)=O,86
O=C(C1=CC=CC=C1)/C=C/C2=CC=C([H])C=C2,O=S(O[Cu]([N+]1=C(OC[C@@H]1C2=CC=CC=C2)[C@H]3[C@H]4CCCC3)[N+]5=C4OC[C@@H]5C6=CC=CC=C6)(C(F)(F)F)=O,O=S(/N=I/C1=CC=CC=C1)(C2=CC=C(C)C=C2)=O,86
O=C(C1=CC=C(Br)C=C1)/C=C/C2=CC=C([H])C=C2,O=S(O[Cu]([N+]1=C2OC[C@@H]1C3=CC=CC=C3)[N+]4=C([C@@H]5[C@@H]2CCCC5)OC[C@@H]4C6=CC=CC=C6)(C(F)(F)F)=O,O=S(/N=I/C1=CC=CC=C1)(C2=CC=C(C)C=C2)=O,86
O=C1/C(C(OC(C)(C)O1)=O)=C(C)\C=C\C2=CC=CC=C2,CC(C)(C)C(C=C1)=CC=C1C(C=C2)=CC3=C2CC4[C@H]3[N+]5=C(C6=CC=CC=[N+]6[Pd]5(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O)O4,OB(C1=CC=C(OCO2)C2=C1)O,86
O=[N+](/C=C/C1=C(OC)C=CC=C1)[O-],CC([C@H]1COC(C2=C(C=CC=C3)C3=CC=[N+]24)=[N+]1[Pd]4(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O)C,CC1=CC=C(B(O)O)C=C1,86
O=[N+](/C=C/C1=CC=CC=C1)[O-],CC([C@H]1COC(C2=C(C=CC=C3)C3=CC=[N+]24)=[N+]1[Pd]4(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O)C,FC1=CC=C(B(O)O)C=C1,86
O=C1C=COC2=CC(C)=C(C(C)=O)C(C)=C21,CC(C)(C)[C@H]1COC(C2=CC=CC=[N+]23)=[N+]1[Pd]3(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O,OB(C1=CC=C(CC)C=C1)O,86
O=C1C=COC2=C(C(C)=O)C(C)=CC(C)=C21,CC(C)(C)[C@H]1COC(C2=CC=CC=[N+]23)=[N+]1[Pd]3(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O,CC1=CC=CC(B(O)O)=C1,86
O=C1C=COC2=C(C(C)=O)C(C)=CC(C)=C21,CC(C)(C)[C@H]1COC(C2=CC=CC=[N+]23)=[N+]1[Pd]3(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O,OB(C1=CC(C(OC)=O)=CC=C1)O,86
C/C(C)=C\COC(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,CC(C)(C)[C@H]1COC(C(C)(C)C2=[N+]3[C@@H](C(C)(C)C)CO2)=[N+]1[Cu]3OS(=O)(C(F)(F)F)=O,[N-]=[N+]=CC(OCC)=O,87
O=C(C1=CC=C(C(C)(C)C)C=C1)/C=C/C2=CC=C([H])C=C2,CC(C1=[N+]2[C@@H](C3=CC=CC=C3)CO1)(C)C4=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@@H](C5=CC=CC=C5)CO4,O=S(/N=I/C1=CC=CC=C1)(C2=CC=C(C)C=C2)=O,87
O=C1/C(C(OC(C)(C)O1)=O)=C(C)\C=C\C2=CC=C(C)C=C2,O=C(O[Pd]1(OC(C(F)(F)F)=O)[N+]2=CC=CC=C2C3=[N+]1[C@@H](C(C=C(C4=CC=C(OC)C=C4)C=C5)=C5C6)C6O3)C(F)(F)F,OB(C1=CC=CC=C1)O,87
O=C1/C(C(OC(C)(C)O1)=O)=C(C)\C=C\C2=CC=C(C)C=C2,O=C(O[Pd]1(OC(C(F)(F)F)=O)[N+]2=CC=CC=C2C3=[N+]1[C@@H](C(C=C(C4=CC=C(C(OC)(CC)CC)C=C4)C=C5)=C5C6)C6O3)C(F)(F)F,OB(C1=CC=CC=C1)O,87
O=C1/C(C(OC(C)(C)O1)=O)=C(C)\C=C\C2=CC=CC=C2,CC(C)(C)C(C=C1)=CC=C1C(C=C2)=CC3=C2CC4[C@H]3[N+]5=C(C6=CC=CC=[N+]6[Pd]5(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O)O4,FC1=CC=C(B(O)O)C=C1,87
O=[N+](/C=C/C1=CC=CC=C1)[O-],CC([C@H]1COC(C2=CC=C(C(OC)=O)C=[N+]23)=[N+]1[Pd]3(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O)C,CC1=CC=C(B(O)O)C=C1,87
O=[N+](/C=C/C1=CC=CC=C1)[O-],CC([C@H]1COC(C2=C(C=CC=C3)C3=CC=[N+]24)=[N+]1[Pd]4(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O)C,OB(C1=CC(OC)=CC=C1)O,87
O=C1N(/C(O[Si](C(C)(C)C)(C)C)=C/C)CCO1,CC(C1=[N+]2[C@@H](C3=CC=CC=C3)CO1)(C)C4=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@@H](C5=CC=CC=C5)CO4,CC(C=C(C)C=C1C)=C1[I+]C2=CC=CC(Br)=C2,87
O=C1N(/C(O[Si](C(C)(C)C)(C)C)=C/C(C)C)CCO1,CC(C1=[N+]2[C@@H](C3=CC=CC=C3)CO1)(C)C4=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@@H](C5=CC=CC=C5)CO4,F[P-](F)(F)(F)(F)F,87
O=C1C=C(C)CCC1,CC(C)(C)[C@H]1COC(C2=CC=CC=[N+]23)=[N+]1[Pd]3(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O,CC1=CC=C(B(O)O)C=C1,87
C=CC1=CC=CC=C1,CC1(C)O[C@@H](C2=[N+]3[C@@H](C(C)C)CO2)[C@H](C4=[N+]([Cu]3OS(=O)(C(F)(F)F)=O)[C@@H](C(C)C)CO4)O1,[N-]=[N+]=CC(OC(C)(C)C)=O,88
ClC1=CC=C(/C=C/[N+]([O-])=O)C=C1,CC([C@H]1COC(C2=C(C=CC=C3)C3=CC=[N+]24)=[N+]1[Pd]4(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O)C,OB(C1=CC=CC=C1)O,88
C[Si](C(C)(C)C)(C)OC1=CCCCO1,CC(C1=[N+]2[C@@H](C3=CC=CC=C3)CO1)(C)C4=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@@H](C5=CC=CC=C5)CO4,F[P-](F)(F)(F)(F)F,88
O=C1C=C(C2CC2)CCC1,CC(C)(C)[C@H]1COC(C2=CC=CC=[N+]23)=[N+]1[Pd]3(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O,OB(C1=CC=CC=C1)O,88
O=C1C=COC2=CC(C)=C(C(C)=O)C(C)=C21,CC(C)(C)[C@H]1COC(C2=CC=CC=[N+]23)=[N+]1[Pd]3(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O,CC1=CC=CC(B(O)O)=C1,88
FC(C1=CC=CC=C1)=C,CC(C)(C)[C@H]1COC(C(C)(C)C2=[N+]3[C@@H](C(C)(C)C)CO2)=[N+]1[Cu]3OS(=O)(C(F)(F)F)=O,[N-]=[N+]=CC(OCC)=O,89
[H]/C([H])=C(C1=CC=CC=C1)/O[Si](C)(C)C,CC(C)(C)[C@H]1COC(C(C)(C)C2=[N+]3[C@@H](C(C)(C)C)CO2)=[N+]1[Cu]3OS(=O)(C(F)(F)F)=O,[N-]=[N+]=CC(OC)=O,89
C=CC1=CC=CC=C1,CC([C@H]1COC(C(C2=CC=CC=C2)(C3=CC=CC=C3)C4=[N+]5[C@@H](C(C)(C)C)CO4)=[N+]1[Cu]5OS(=O)(C(F)(F)F)=O)(C)C,[N-]=[N+]=CC(OCC)=O,89
C=CC1=CC=CC=C1,CC1(C)O[C@@H](C2=[N+]3[C@@H](C(C)C)CO2)[C@H](C4=[N+]([Cu]3OS(=O)(C(F)(F)F)=O)[C@@H](C(C)C)CO4)O1,O=C(C=[N+]=[N-])O[C@H]1[C@@H]([C@H](C)C2=CC=CC=C2)CC[C@@H](C)C1,89
O=C(C1=CC=C(C(C)(C)C)C=C1)/C=C/C2=CC=C(C)C=C2,O=S(O[Cu]([N+]1=C2OC[C@@H]1C3=CC=CC=C3)[N+]4=C([C@@H]5[C@@H]2CCCC5)OC[C@@H]4C6=CC=CC=C6)(C(F)(F)F)=O,O=S(/N=I/C1=CC=CC=C1)(C2=CC=C(C)C=C2)=O,89
O=C1/C(C(OC(C)(C)O1)=O)=C(C)\C=C\C2=CC=C(C)C=C2,O=C(O[Pd]1(OC(C(F)(F)F)=O)[N+]2=CC=CC=C2C3=[N+]1[C@@H](C(C=C(C4=CC=C(C5(C6)C[C@@H]7C[C@H](C5)C[C@H]6C7)C=C4)C=C8)=C8C9)C9O3)C(F)(F)F,OB(C1=CC=CC=C1)O,89
O=C1/C(C(OC(C)(C)O1)=O)=C(C)\C=C\C2=CC(OC)=CC=C2,CC(C)(C)C(C=C1)=CC=C1C(C=C2)=CC3=C2CC4[C@H]3[N+]5=C(C6=CC=CC=[N+]6[Pd]5(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O)O4,OB(C1=CC=CC=C1)O,89
O=C1/C(C(OC(C)(C)O1)=O)=C(C)\C=C\C2=CC(Br)=CC=C2,CC(C)(C)C(C=C1)=CC=C1C(C=C2)=CC3=C2CC4[C@H]3[N+]5=C(C6=CC=CC=[N+]6[Pd]5(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O)O4,OB(C1=CC=CC=C1)O,89
O=C1/C(C(OC(C)(C)O1)=O)=C(C)\C=C\C2=CC=CC=C2,CC(C)(C)C(C=C1)=CC=C1C(C=C2)=CC3=C2CC4[C@H]3[N+]5=C(C6=CC=CC=[N+]6[Pd]5(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O)O4,OB(C1=CC=C(OC)C=C1)O,89
O=C1/C(C(OC(C)(C)O1)=O)=C(C)\C=C\C2=CC=CC=C2,CC(C)(C)C(C=C1)=CC=C1C(C=C2)=CC3=C2CC4[C@H]3[N+]5=C(C6=CC=CC=[N+]6[Pd]5(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O)O4,OB(C1=CC=C(C2=CC=CC=C2)C=C1)O,89
O=C1N(/C(O[Si](C(C)(C)C)(C)C)=C/C)CCO1,CC(C1=[N+]2[C@@H](C3=CC=CC=C3)CO1)(C)C4=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@@H](C5=CC=CC=C5)CO4,F[P-](F)(F)(F)(F)F,89
O=C1N(/C(O[Si](C)(C)C(C)(C)C)=C/CC2=C(C=CC=C3)C3=CN2C(C(C)(C)C)=O)CCO1,CC(C1=[N+]2[C@@H](C3=CC=CC=C3)CO1)(C)C4=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@@H](C5=CC=CC=C5)CO4,F[P-](F)(F)(F)(F)F,89
O=C1C=COC2=CC=CC=C21,CC(C)(C)[C@H]1COC(C2=CC=CC=[N+]23)=[N+]1[Pd]3(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O,BrC1=CC=CC(B(O)O)=C1,89
O=C1C=CN(C(OCC2=CC=CC=C2)=O)C3=CC=CC=C31,CC(C)(C)[C@H]1COC(C2=CC=CC=[N+]23)=[N+]1[Pd]3(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O,FC1=CC=C(B(O)O)C=C1,89
C=CC1=CC=CC=C1,CC(C)(C)[C@H]1COC(CC2=[N+]3[C@@H](C(C)(C)C)CO2)=[N+]1[Cu]3OS(=O)(C(F)(F)F)=O,[N-]=[N+]=CC(OCC)=O,90
[H]/C([H])=C(C1=CC=CC=C1)/O[Si](C)(C)C,CC(C)(C)[C@H]1COC(C(C)(C)C2=[N+]3[C@@H](C(C)(C)C)CO2)=[N+]1[Cu]3OS(=O)(C(F)(F)F)=O,[N-]=[N+]=CC(OCC)=O,90
C=CC1=CC=CC=C1,CC([C@H]1COC(C(C2=CC=CC=C2)(C3=CC=CC=C3)C4=[N+]5[C@@H](C(C)(C)C)CO4)=[N+]1[Cu]5OS(=O)(C(F)(F)F)=O)(C)C,[N-]=[N+]=CC(OC(C)(C)C)=O,90
C/C(C)=C/C=C(C)/C,CCC[C@@]1(C)[C@@H]2OC(CC3=[N+]4[C@@H](C5CC[C@@]6(C)C5(C)C)[C@@H]6O3)=[N+]([Cu]4OS(=O)(C(F)(F)F)=O)[C@@H]2CC1(C)C,O=C(C=[N+]=[N-])O[C@H]1[C@@H]([C@H](C)C2=CC=CC=C2)CC[C@@H](C)C1,90
C/C(C)=C/C=C(C)/C,O=S(O[Cu]1[N+]2=C(CC3=[N+]1[C@H](C4=CC=CC=C4)[C@H](C5=CC=CC=C5)O3)O[C@@H](C6=CC=CC=C6)[C@H]2C7=CC=CC=C7)(C(F)(F)F)=O,O=C(C=[N+]=[N-])O[C@@H]1[C@H]([C@@H](C)C2=CC=CC=C2)CC[C@H](C)C1,90
C/C(C)=C/C=C(C)/C,CC1(C)OC(CC2=[N+]3[C@H](C4=CC=C(C=CC=C5)C5=C4)C(C)(C)O2)=[N+]([Cu]3OS(=O)(C(F)(F)F)=O)[C@@H]1C6=CC(C=CC=C7)=C7C=C6,[N-]=[N+]=CC(OC(C)(C)C)=O,90
O=C(C1=CC=CC=C1)/C=C/C2=CC=C(F)C=C2,O=S(O[Cu]([N+]1=C2OC[C@@H]1C3=CC=CC=C3)[N+]4=C([C@@H]5[C@@H]2CCCC5)OC[C@@H]4C6=CC=CC=C6)(C(F)(F)F)=O,O=S(/N=I/C1=CC=CC=C1)(C2=CC=C(C)C=C2)=O,90
O=C1/C(C(OC(C)(C)O1)=O)=C(C)\C=C\C2=CC=C(C)C=C2,CC(C)(C)C(C=C1)=CC=C1C(C=C2)=CC3=C2CC4[C@H]3[N+]5=C(C6=CC=CC=[N+]6[Pd]5(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O)O4,OB(C1=CC=CC=C1)O,90
O=C1/C(C(OC(C)(C)O1)=O)=C(C)\C=C\C2=C(C)C=CC=C2,CC(C)(C)C(C=C1)=CC=C1C(C=C2)=CC3=C2CC4[C@H]3[N+]5=C(C6=CC=CC=[N+]6[Pd]5(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O)O4,OB(C1=CC=CC=C1)O,90
O=C1/C(C(OC(C)(C)O1)=O)=C(C)\C=C\C2=CC(C)=CC=C2,CC(C)(C)C(C=C1)=CC=C1C(C=C2)=CC3=C2CC4[C@H]3[N+]5=C(C6=CC=CC=[N+]6[Pd]5(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O)O4,OB(C1=CC=CC=C1)O,90
O=C1/C(C(OC(C)(C)O1)=O)=C(C)\C=C\C2=CC=C(C(F)(F)F)C=C2,CC(C)(C)C(C=C1)=CC=C1C(C=C2)=CC3=C2CC4[C@H]3[N+]5=C(C6=CC=CC=[N+]6[Pd]5(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O)O4,OB(C1=CC=CC=C1)O,90
O=C1/C(C(OC(C)(C)O1)=O)=C(CC)\C=C\C2=CC=CC=C2,CC(C)(C)C(C=C1)=CC=C1C(C=C2)=CC3=C2CC4[C@H]3[N+]5=C(C6=CC=CC=[N+]6[Pd]5(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O)O4,CC1=CC=C(B(O)O)C=C1,90
O=C1/C(C(OC(C)(C)O1)=O)=C(C)\C=C\C2=CC=CC=C2,CC(C)(C)C(C=C1)=CC=C1C(C=C2)=CC3=C2CC4[C@H]3[N+]5=C(C6=CC=CC=[N+]6[Pd]5(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O)O4,CC1=CC=C(B(O)O)C=C1,90
O=C1/C(C(OC(C)(C)O1)=O)=C(C)\C=C\C2=CC=CC=C2,CC(C)(C)C(C=C1)=CC=C1C(C=C2)=CC3=C2CC4[C@H]3[N+]5=C(C6=CC=CC=[N+]6[Pd]5(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O)O4,OB(C1=CC=C(C(F)(F)F)C=C1)O,90
O=[N+](/C=C/C1=CC=CC=C1)[O-],CC(C)[C@H]1COC(C2=CC=CC=[N+]23)=[N+]1[Pd]3(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O,CC1=CC=C(B(O)O)C=C1,90
O=[N+](/C=C/C1=CC=CC=C1)[O-],CC([C@H]1COC(C2=C(C=CC=C3)C3=CC=[N+]24)=[N+]1[Pd]4(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O)C,CC1=CC=CC(B(O)O)=C1,90
O=C1N(/C(O[Si](C(C)(C)C)(C)C)=C/C)CCO1,CC(C1=[N+]2[C@@H](C3=CC=CC=C3)CO1)(C)C4=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@@H](C5=CC=CC=C5)CO4,CC1=C([I+]C2=CC=C(C=C2)OC)C(C)=CC(C)=C1,90
O=C1N(/C(O[Si](C(C)(C)C)(C)C)=C/C)CCO1,CC(C1=[N+]2[C@@H](C3=CC=CC=C3)CO1)(C)C4=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@@H](C5=CC=CC=C5)CO4,CC1=C([I+]C2=CC=CC(Br)=C2)C(C)=CC(C)=C1,90
O=C1N(/C(O[Si](C)(C)C(C)(C)C)=C/CC)CCO1,CC(C1=[N+]2[C@@H](C3=CC=CC=C3)CO1)(C)C4=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@@H](C5=CC=CC=C5)CO4,F[P-](F)(F)(F)(F)F,90
O=C1C=COC2=CC=CC=C21,CC(C)(C)[C@H]1COC(C2=CC=CC=[N+]23)=[N+]1[Pd]3(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O,CC1=CC=CC(B(O)O)=C1,90
O=C1C=COC2=CC=CC=C21,CC(C)(C)[C@H]1COC(C2=CC=CC=[N+]23)=[N+]1[Pd]3(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O,FC1=CC=C(B(O)O)C=C1,90
O=C1C=COC2=CC(C)=C(C(C)=O)C(C)=C21,CC(C)(C)[C@H]1COC(C2=CC=CC=[N+]23)=[N+]1[Pd]3(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O,OB(C1=CC=CC=C1)O,90
O=C1C=COC2=CC(O)=CC=C21,CC(C)(C)[C@H]1COC(C2=CC=CC=[N+]23)=[N+]1[Pd]3(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O,CC1=CC=CC(B(O)O)=C1,90
C=CC1=CC=CC=C1,CC(C)(C)[C@H]1COC(C(C)(C)C2=[N+]3[C@@H](C(C)(C)C)CO2)=[N+]1[Cu]3OS(=O)(C(F)(F)F)=O,[N-]=[N+]=CC(OC(C)(C)C)=O,91
C/C(C)=C\COCC1=CC=CC=C1,CC(C)(C)[C@H]1COC(C(C)(C)C2=[N+]3[C@@H](C(C)(C)C)CO2)=[N+]1[Cu]3OS(=O)(C(F)(F)F)=O,[N-]=[N+]=CC(OCC)=O,91
O=C(C1=CC=CC=C1)/C=C/C2=CC=C([H])C=C2,O=S(O[Cu]([N+]1=C2OC[C@@H]1C3=CC=CC=C3)[N+]4=C([C@@H]5[C@@H]2CCCC5)OC[C@@H]4C6=CC=CC=C6)(C(F)(F)F)=O,O=S(/N=I/C1=CC=CC=C1)(C2=CC=C(C)C=C2)=O,91
O=C1/C(C(OC(CC)(CC)O1)=O)=C(C)\C=C\C2=CC=CC=C2,CC(C)(C)C(C=C1)=CC=C1C(C=C2)=CC3=C2CC4[C@H]3[N+]5=C(C6=CC=CC=[N+]6[Pd]5(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O)O4,CC1=CC=C(B(O)O)C=C1,91
O=C1/C(C(OC(C)(C)O1)=O)=C(C)\C=C\C2=CC=CC=C2,CC(C)(C)C(C=C1)=CC=C1C(C=C2)=CC3=C2CC4[C@H]3[N+]5=C(C6=CC=CC=[N+]6[Pd]5(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O)O4,CC1=CC=CC(B(O)O)=C1,91
O=C1/C(C(OC(C)(C)O1)=O)=C(C)\C=C\C2=CC=CC=C2,CC(C)(C)C(C=C1)=CC=C1C(C=C2)=CC3=C2CC4[C@H]3[N+]5=C(C6=CC=CC=[N+]6[Pd]5(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O)O4,BrC1=CC=CC(B(O)O)=C1,91
O=[N+](/C=C/C1=CC=CC=C1)[O-],CC([C@H]1COC(C2=C(C=CC=C3)C3=CC=[N+]24)=[N+]1[Pd]4(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O)(C)C,CC1=CC=C(B(O)O)C=C1,91
O=[N+](/C=C/C1=CC=C(OC)C=C1)[O-],CC([C@H]1COC(C2=C(C=CC=C3)C3=CC=[N+]24)=[N+]1[Pd]4(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O)C,CC1=CC=C(B(O)O)C=C1,91
O=[N+](/C=C/C1=CC=CC=C1)[O-],CC([C@H]1COC(C2=C(C=CC=C3)C3=CC=[N+]24)=[N+]1[Pd]4(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O)C,OB(C1=CC2=CC=CC=C2C=C1)O,91
O=C1N(/C(O[Si](C)(C)C(C)(C)C)=C/C)CCO1,CC(C1=[N+]2[C@@H](C3=CC=CC=C3)CO1)(C)C4=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@@H](C5=CC=CC=C5)CO4,CC(C=C(C)C=C1C)=C1[I+]C2=CC=CC(C(F)(F)F)=C2,91
O=C1N(/C(O[Si](C)(C)C(C)(C)C)=C/C)CCO1,CC(C1=[N+]2[C@@H](C3=CC=CC=C3)CO1)(C)C4=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@@H](C5=CC=CC=C5)CO4,CC(C=C(C)C=C1C)=C1[I+]C2=CC=CC=C2F,91
O=C1N(/C(O[Si](C)(C)C(C)(C)C)=C/C)CCO1,CC(C1=[N+]2[C@@H](C3=CC=CC=C3)CO1)(C)C4=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@@H](C5=CC=CC=C5)CO4,CC1=C([I+]C2=CC=C(C=C2)C(OCC)=O)C(C)=CC(C)=C1,91
O=C1C=C(C)CCC1,CC(C)(C)[C@H]1COC(C2=CC=CC=[N+]23)=[N+]1[Pd]3(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O,OB(C1=CC(C)=CC=C1)O,91
O=C1C=C(C)CC1,CC(C)(C)[C@H]1COC(C2=CC=CC=[N+]23)=[N+]1[Pd]3(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O,OB(C1=CC=CC=C1)O,91
O=C1C=C(CC2=CC=CC=C2)CCC1,CC(C)(C)[C@H]1COC(C2=CC=CC=[N+]23)=[N+]1[Pd]3(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O,OB(C1=CC=CC=C1)O,91
O=C1C=C(CCCOCC2=CC=CC=C2)CCC1,CC(C)(C)[C@H]1COC(C2=CC=CC=[N+]23)=[N+]1[Pd]3(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O,OB(C1=CC=CC=C1)O,91
O=C1C=COC2=C(C(C)=O)C(C)=CC(C)=C21,CC(C)(C)[C@H]1COC(C2=CC=CC=[N+]23)=[N+]1[Pd]3(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O,FC1=CC=C(B(O)O)C=C1,91
CC(C1=CC=CC=C1)=C,CC(C)(C)[C@H]1COC(CC2=[N+]3[C@@H](C(C)(C)C)CO2)=[N+]1[Cu]3OS(=O)(C(F)(F)F)=O,O=C(C=[N+]=[N-])O[C@H]1[C@@H]([C@H](C)C2=CC=CC=C2)CC[C@@H](C)C1,92
FC(C1=CC=CC=C1)=C,CC(C)(C)[C@H]1COC(C(C)(C)C2=[N+]3[C@@H](C(C)(C)C)CO2)=[N+]1[Cu]3OS(=O)(C(F)(F)F)=O,O=C(C=[N+]=[N-])O[C@H]1[C@@H]([C@H](C)C2=CC=CC=C2)CC[C@@H](C)C1,92
C=CC1=CC=C(C2=CC=CC=C2)C=C1,CC(C)(C)[C@H]1COC(C(C)(C)C2=[N+]3[C@@H](C(C)(C)C)CO2)=[N+]1[Cu]3OS(=O)(C(F)(F)F)=O,[N-]=[N+]=CC(OCC)=O,92
C/C(C)=C/C=C(C)/C,CCC[C@@]1(C)[C@@H]2OC(CC3=[N+]4[C@@H](C5CC[C@@]6(C)C5(C)C)[C@@H]6O3)=[N+]([Cu]4OS(=O)(C(F)(F)F)=O)[C@@H]2CC1(C)C,O=C(C=[N+]=[N-])OC1=C(C(C)(C)C)C=C(C)C=C1C(C)(C)C,92
C/C(C)=C/C=C(C)/C,O=S(O[Cu]1[N+]2=C(CC3=[N+]1[C@H](C4=CC=CC=C4)[C@H](C5=CC=CC=C5)O3)O[C@@H](C6=CC=CC=C6)[C@H]2C7=CC=CC=C7)(C(F)(F)F)=O,O=C(C=[N+]=[N-])O[C@H]1[C@@H]([C@H](C)C2=CC=CC=C2)CC[C@@H](C)C1,92
C/C(C)=C\C=C(Cl)/Cl,O=S(O[Cu]1[N+]2=C(CC3=[N+]1[C@H](C4=CC=CC=C4)[C@H](C5=CC=CC=C5)O3)O[C@@H](C6=CC=CC=C6)[C@H]2C7=CC=CC=C7)(C(F)(F)F)=O,O=C(C=[N+]=[N-])O[C@H]1[C@@H]([C@H](C)C2=CC=CC=C2)CC[C@@H](C)C1,92
C/C(C)=C\C=C(Cl)/Cl,O=S(O[Cu]1[N+]2=C(CC3=[N+]1[C@H](C4=CC=CC=C4)[C@H](C5=CC=CC=C5)O3)O[C@@H](C6=CC=CC=C6)[C@H]2C7=CC=CC=C7)(C(F)(F)F)=O,[N-]=[N+]=CC(OC(C1CCCCC1)C2CCCCC2)=O,92
O=C(C1=CC=C(OC)C=C1)OC/C=C(C)\C,CC(C)(C)[C@H]1COC(C(C)(C)C2=[N+]3[C@@H](C(C)(C)C)CO2)=[N+]1[Cu]3OS(=O)(C(F)(F)F)=O,[N-]=[N+]=CC(OCC)=O,92
O=C(C1=CC=CC=C1)/C=C/C2=CC=CC(F)=C2,O=S(O[Cu]([N+]1=C2OC[C@@H]1C3=CC=CC=C3)[N+]4=C([C@@H]5[C@@H]2CCCC5)OC[C@@H]4C6=CC=CC=C6)(C(F)(F)F)=O,O=S(/N=I/C1=CC=CC=C1)(C2=CC=C(C)C=C2)=O,92
O=C1/C(C(OC(C)(C)O1)=O)=C(C)\C=C\C2=CC=C(OC)C=C2,CC(C)(C)C(C=C1)=CC=C1C(C=C2)=CC3=C2CC4[C@H]3[N+]5=C(C6=CC=CC=[N+]6[Pd]5(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O)O4,OB(C1=CC=CC=C1)O,92
O=C1/C(C(OC(C)(C)O1)=O)=C(C)\C=C\C2=CC(Cl)=CC=C2,CC(C)(C)C(C=C1)=CC=C1C(C=C2)=CC3=C2CC4[C@H]3[N+]5=C(C6=CC=CC=[N+]6[Pd]5(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O)O4,OB(C1=CC=CC=C1)O,92
O=C1/C(C(OC(C)(C)O1)=O)=C(C)\C=C\C2=CC=CC=C2,CC(C)(C)C(C=C1)=CC=C1C(C=C2)=CC3=C2CC4[C@H]3[N+]5=C(C6=CC=CC=[N+]6[Pd]5(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O)O4,ClC1=CC=CC(B(O)O)=C1,92
